Age,Income,Browsing_Hours,Gender,Device,Most_Searched_Item,Purchase
19,33232,8.68404237402876,Female,Mobile,Clothing,1
40,59049,8.033620886353969,Male,Desktop,Home Decor,1
36,63241,3.4976230719336194,Male,Mobile,Home Decor,1
48,84253,3.874557834249816,Male,Tablet,Books,1
68,82998,0.9413840336081415,Female,Desktop,Books,1
22,64799,0.6495358056088208,Female,Desktop,Books,1
36,23963,5.031558200398426,Female,Mobile,Home Decor,1
51,82396,1.4076266322244502,Female,Mobile,Books,1
27,34407,2.3430172369445237,Male,Desktop,Books,1
42,82584,8.544288395503305,Male,Mobile,Home Decor,1
19,41130,5.9247697168792985,Female,Desktop,Books,1
28,37906,6.5195081540280775,Male,Mobile,Books,0
67,96942,2.2810536429032404,Male,Mobile,Books,1
48,81397,8.372287142316985,Male,Mobile,Books,1
32,61628,8.745807838177601,Female,Mobile,Home Decor,1
26,30554,5.471612140273912,Female,Desktop,Clothing,0
40,52739,9.169298832847268,Male,Desktop,Home Decor,1
36,55938,8.525871937068526,Female,Mobile,Home Decor,1
26,45381,7.447579678407162,Female,Desktop,Clothing,1
52,83246,7.473721199089472,Female,Desktop,Health & Beauty,1
38,27776,1.5012380025332013,Female,Desktop,Home Decor,0
26,51014,3.0729423581088247,Male,Mobile,Home Decor,0
45,60650,1.1350485882679224,Female,Mobile,Home Decor,1
63,70422,0.5824714876499323,Female,Desktop,Clothing,1
68,76862,2.0039405481471464,Male,Mobile,Home Decor,0
24,40781,8.864628235145931,Female,Desktop,Health & Beauty,1
33,20000,2.7788035608424897,Male,Desktop,Home Decor,0
33,42480,9.716462644621355,Male,Desktop,Electronics,1
50,56862,6.1742644958314585,Female,Tablet,Health & Beauty,1
21,48991,2.7539556325295584,Male,Desktop,Toys,0
21,28917,5.2227426331000215,Male,Mobile,Sports Equipment,0
56,72773,2.581400815651096,Female,Mobile,Books,1
57,100134,9.847748802732552,Female,Mobile,Books,1
34,68915,8.549017347097157,Female,Mobile,Home Decor,1
54,87534,0.7492684934321265,Male,Mobile,Home Decor,0
56,68501,9.503872298940976,Male,Mobile,Home Decor,1
69,97145,7.350118519377429,Male,Mobile,Books,1
46,62491,1.2826218942021441,Male,Mobile,Electronics,1
69,86058,6.871058590101233,Male,Desktop,Books,1
53,79145,6.645803630674012,Male,Desktop,Books,1
55,66045,2.5784930851720427,Female,Tablet,Health & Beauty,1
56,98395,7.705243650071969,Male,Mobile,Electronics,1
67,84598,1.3271146814731876,Male,Mobile,Home Decor,1
54,83275,5.149729221696854,Female,Mobile,Clothing,1
69,110834,0.5942704680493353,Male,Mobile,Books,1
52,87474,9.70300614450009,Male,Mobile,Books,1
24,22866,7.639854501880639,Male,Mobile,Electronics,1
44,70673,2.009094723516732,Female,Mobile,Clothing,1
45,77760,3.7459033795371885,Female,Desktop,Home Decor,0
39,72377,2.025342589177675,Female,Desktop,Clothing,0
31,34300,7.782865909228489,Female,Mobile,Clothing,1
24,34144,1.059515091563294,Male,Mobile,Sports Equipment,0
54,88918,8.483863227855284,Male,Mobile,Books,1
39,47573,9.450865218939434,Female,Mobile,Home Decor,1
22,37504,6.927965456659849,Male,Tablet,Toys,1
19,62638,2.523171775013625,Male,Desktop,Sports Equipment,1
44,63283,3.9208559102287324,Male,Mobile,Electronics,0
38,47098,5.033778810684847,Female,Mobile,Home Decor,0
55,61835,6.24393533592141,Male,Mobile,Books,1
32,56990,6.852299353211031,Female,Mobile,Clothing,1
38,38002,5.765039795529386,Male,Tablet,Books,1
27,43289,3.8374822478076296,Male,Desktop,Electronics,1
40,64998,8.963714165366579,Female,Mobile,Clothing,1
56,95487,1.2732245511706033,Female,Mobile,Health & Beauty,1
22,52013,4.929432515313203,Male,Desktop,Sports Equipment,0
18,27289,7.867865965441067,Female,Mobile,Clothing,1
30,67676,1.0782903202683085,Female,Desktop,Clothing,1
38,53507,7.200684559707361,Male,Mobile,Electronics,1
43,44464,8.287260416156588,Female,Mobile,Health & Beauty,0
67,84419,6.777897336006997,Female,Desktop,Clothing,1
62,103572,0.6229004766158819,Female,Mobile,Books,1
38,60478,2.2113017577559595,Female,Mobile,Health & Beauty,0
35,55187,3.750074249473532,Female,Mobile,Health & Beauty,0
54,98558,2.720055338561436,Female,Mobile,Books,1
62,60529,9.64519533216056,Male,Desktop,Electronics,1
49,49716,6.69014218408104,Female,Mobile,Health & Beauty,1
53,48762,3.321224094839918,Female,Desktop,Health & Beauty,1
34,59589,9.332126237321733,Male,Mobile,Electronics,1
52,74497,7.5356448950237755,Female,Mobile,Clothing,1
66,109141,3.2037685123568984,Female,Desktop,Books,1
28,51652,4.099374909318576,Male,Desktop,Books,1
38,51937,2.394574153887589,Male,Mobile,Home Decor,1
69,89026,9.725202983525307,Female,Mobile,Health & Beauty,1
43,64765,5.4143167109556956,Female,Mobile,Home Decor,1
21,20000,9.012538531230854,Male,Desktop,Electronics,1
51,111654,3.791747824660053,Female,Mobile,Clothing,1
69,96798,8.677995229426019,Female,Mobile,Clothing,1
65,88150,1.0119250600580576,Male,Mobile,Home Decor,0
35,64227,9.829858016480737,Male,Mobile,Books,1
57,87641,9.164326486816375,Male,Desktop,Home Decor,1
52,69891,3.950427975378222,Female,Mobile,Clothing,1
58,68531,7.859860570488485,Male,Mobile,Electronics,1
46,74991,7.646450301501347,Female,Mobile,Clothing,1
69,94785,9.06192057247785,Male,Mobile,Home Decor,1
46,53851,3.4189223207237056,Male,Mobile,Home Decor,0
55,96285,4.92244005048442,Female,Mobile,Books,1
59,83400,8.717496319757505,Male,Mobile,Electronics,1
38,68947,7.896504814284552,Female,Desktop,Clothing,1
59,99878,4.237933828032652,Female,Desktop,Books,1
30,50328,8.53438971266516,Female,Mobile,Clothing,0
66,90754,0.9460633727078142,Female,Mobile,Books,1
58,90150,7.929439878148407,Female,Mobile,Books,1
34,43127,2.464275664620156,Male,Mobile,Electronics,0
26,46810,3.2181486243259783,Male,Desktop,Electronics,1
58,79883,5.185541014158139,Female,Tablet,Clothing,1
18,23659,4.772477760164752,Female,Desktop,Clothing,0
19,73764,5.445416015263869,Female,Mobile,Health & Beauty,1
65,63890,5.675368158884226,Female,Desktop,Health & Beauty,1
46,46528,3.649513064799221,Male,Mobile,Books,0
50,89713,2.164661373661785,Male,Desktop,Books,1
27,57698,7.800571678229407,Male,Mobile,Electronics,1
67,71610,4.29977341632785,Male,Mobile,Electronics,0
57,86109,5.305488193361061,Male,Mobile,Home Decor,1
38,80017,6.624618824335622,Male,Mobile,Home Decor,1
45,64546,9.14156026191323,Female,Desktop,Home Decor,1
28,86982,7.22175189583209,Male,Desktop,Books,1
51,45139,0.9318626431086529,Male,Desktop,Books,1
25,55407,8.466323452281168,Female,Tablet,Home Decor,1
39,76497,9.898872643711432,Female,Mobile,Home Decor,1
25,58370,4.98860774102813,Female,Mobile,Clothing,1
66,82934,9.711108196318706,Female,Mobile,Books,1
32,47643,5.69962305225992,Female,Desktop,Clothing,0
34,60662,4.866351960783523,Male,Mobile,Books,1
40,72236,3.648345264910823,Female,Mobile,Home Decor,1
41,70037,6.746771320416719,Female,Mobile,Home Decor,1
62,97600,2.6832939949879235,Female,Tablet,Health & Beauty,1
36,40716,1.496875075886841,Male,Desktop,Books,0
22,38583,0.7587524745500338,Female,Mobile,Health & Beauty,0
49,54899,3.2776110707950057,Female,Desktop,Health & Beauty,1
61,75208,4.259822905586863,Male,Mobile,Electronics,1
18,53228,5.744728614671854,Female,Mobile,Clothing,1
40,61619,3.281123339276561,Male,Desktop,Home Decor,0
54,113102,9.848565937661407,Male,Mobile,Home Decor,1
25,47901,3.271579098291092,Female,Mobile,Home Decor,0
30,50895,4.6892661902408825,Male,Desktop,Electronics,0
25,46592,1.4811235725530532,Female,Desktop,Health & Beauty,1
40,50432,2.9759518767022186,Female,Tablet,Home Decor,1
60,79132,0.9591553279954154,Female,Mobile,Books,0
18,54916,5.815332017654616,Male,Mobile,Electronics,1
62,83709,7.635114489758101,Male,Mobile,Home Decor,1
68,76098,2.359243236192645,Male,Desktop,Books,1
41,47123,3.9951539092526724,Male,Mobile,Home Decor,0
52,65246,0.6578541539080254,Male,Mobile,Electronics,1
41,62107,8.475459529361014,Female,Mobile,Home Decor,1
34,71903,7.909653486850861,Female,Desktop,Clothing,1
22,21892,1.1009132933057777,Female,Mobile,Health & Beauty,0
37,52202,3.9662422885439073,Male,Mobile,Electronics,1
38,60164,9.575222831570207,Male,Mobile,Electronics,1
57,49494,4.224257032750282,Male,Mobile,Books,1
48,55496,5.498982428878152,Female,Mobile,Clothing,1
63,72801,3.874807179598374,Female,Mobile,Clothing,0
53,61060,6.163248187218487,Male,Desktop,Home Decor,1
28,50878,9.792490318549811,Female,Mobile,Clothing,1
69,86591,9.976273783071372,Male,Mobile,Electronics,1
32,43670,7.859792291106316,Female,Mobile,Clothing,1
36,62419,4.340955431194173,Male,Tablet,Home Decor,1
24,69846,5.197105907875389,Male,Mobile,Electronics,1
68,112588,3.888947617066902,Female,Desktop,Clothing,1
45,36158,9.86295898409129,Female,Desktop,Health & Beauty,1
68,96656,7.223722905341336,Male,Mobile,Books,1
60,77329,4.764848731618357,Female,Mobile,Health & Beauty,1
22,44327,0.6150950660412222,Female,Desktop,Clothing,1
22,36025,5.444592436710209,Female,Desktop,Clothing,1
47,68763,9.84731791616537,Male,Desktop,Books,1
49,71271,5.469078635243993,Female,Desktop,Health & Beauty,1
25,36315,2.2330535121465798,Female,Mobile,Home Decor,0
27,33554,0.7098905974953611,Female,Desktop,Home Decor,0
55,68269,3.869685702179986,Female,Mobile,Clothing,0
64,87513,9.223166529117766,Male,Mobile,Books,1
49,77984,9.967264027670868,Male,Desktop,Home Decor,1
65,97800,9.480995760714025,Male,Mobile,Books,1
45,57587,7.42948993591544,Female,Mobile,Health & Beauty,1
34,58257,5.802355920186225,Male,Mobile,Home Decor,1
48,82437,6.111518390631394,Female,Mobile,Health & Beauty,1
25,62483,5.620424086373628,Male,Desktop,Electronics,1
57,76117,7.216968396768389,Male,Mobile,Books,1
42,58686,4.479295653605848,Female,Desktop,Clothing,1
26,48866,6.857438047079772,Female,Mobile,Clothing,0
19,21754,1.6553150920934099,Female,Mobile,Clothing,0
32,49095,3.024105412334096,Male,Mobile,Books,0
67,98168,8.44202886868198,Female,Mobile,Health & Beauty,1
20,49629,9.085614842062215,Female,Mobile,Clothing,1
66,81945,5.6205782568228475,Female,Desktop,Books,1
53,76265,0.8005383635228578,Male,Mobile,Books,0
21,28630,9.306248922521798,Female,Mobile,Clothing,1
31,61552,7.169610451259222,Male,Mobile,Home Decor,0
58,76832,4.433265275675927,Male,Mobile,Home Decor,1
58,73860,6.184599960395215,Female,Mobile,Health & Beauty,1
42,56574,4.582860927192978,Female,Desktop,Health & Beauty,0
67,86056,4.920722653954484,Female,Mobile,Books,1
27,40281,8.924693723764316,Female,Mobile,Home Decor,1
38,67872,2.0303003457125595,Male,Mobile,Electronics,0
53,67070,1.4848567870812492,Female,Mobile,Books,0
29,72894,0.5259230728736496,Female,Mobile,Clothing,0
44,85978,3.4830035683152034,Male,Desktop,Books,1
57,63626,1.9004307816020602,Male,Desktop,Electronics,0
19,40045,2.5898622038120562,Female,Mobile,Clothing,0
30,40240,0.6067703353210808,Female,Desktop,Health & Beauty,0
49,64100,2.6583564395331805,Female,Mobile,Health & Beauty,0
48,98036,3.6607600283575525,Female,Desktop,Books,1
33,48386,0.7998912158938726,Female,Tablet,Home Decor,1
49,74403,6.275089180822903,Male,Mobile,Books,1
49,77119,5.903603314395701,Male,Mobile,Books,1
51,55990,1.4218398958442882,Male,Mobile,Home Decor,0
28,35173,6.152592886424809,Female,Mobile,Clothing,1
27,28909,9.987212226784338,Female,Mobile,Home Decor,1
32,38710,9.472455051709636,Female,Desktop,Clothing,1
34,20000,0.5253744369928013,Female,Mobile,Home Decor,0
57,85168,8.056093957638417,Male,Mobile,Electronics,1
35,85812,3.859250124246617,Male,Desktop,Books,1
26,48217,1.1046880181789605,Female,Desktop,Home Decor,1
42,40755,3.3118405303039764,Female,Mobile,Home Decor,1
57,67358,3.556496904973142,Female,Desktop,Books,1
31,44116,5.47082027343604,Male,Tablet,Home Decor,1
42,46736,6.78029578905412,Male,Mobile,Home Decor,1
67,99902,7.616028315979876,Female,Mobile,Clothing,1
39,71153,2.8360789043510333,Female,Desktop,Home Decor,0
69,71668,3.556820417360721,Male,Desktop,Books,1
47,77876,3.4296262151674846,Female,Mobile,Clothing,1
37,79902,3.9460002471483264,Male,Mobile,Home Decor,1
38,86538,9.996734935085218,Female,Desktop,Clothing,1
61,120000,7.890461376860546,Male,Tablet,Electronics,1
49,55470,9.762409420052622,Female,Desktop,Health & Beauty,1
68,120000,7.084555065697043,Male,Tablet,Home Decor,1
63,77686,4.3595716656492005,Male,Desktop,Books,1
66,77113,4.202569744456262,Female,Tablet,Health & Beauty,1
38,62906,5.141520877262929,Male,Desktop,Books,1
52,63269,4.460262941962155,Female,Tablet,Health & Beauty,1
49,74985,8.369099337881085,Male,Mobile,Books,1
47,47198,4.917519123753582,Female,Desktop,Clothing,0
56,72418,3.3083364220030367,Female,Mobile,Books,0
66,105283,7.861172552618192,Male,Mobile,Books,1
29,48144,8.616993889123249,Female,Mobile,Home Decor,1
58,80123,4.494075083334288,Female,Mobile,Clothing,1
64,91128,6.844181433102554,Female,Mobile,Books,1
35,72559,1.0586430719388953,Female,Tablet,Clothing,1
38,33171,5.529916093728933,Male,Desktop,Electronics,1
30,58767,0.9273208085823265,Male,Tablet,Home Decor,0
38,53977,0.7773129846974467,Female,Tablet,Home Decor,1
25,47499,6.322786079966021,Male,Mobile,Electronics,0
63,98899,3.3816861327523777,Female,Mobile,Clothing,1
57,59087,7.554103043326921,Female,Mobile,Health & Beauty,1
63,67810,9.012784326009626,Female,Mobile,Health & Beauty,1
24,20000,1.8242161504383316,Male,Desktop,Sports Equipment,1
40,51762,7.382966966499777,Female,Mobile,Clothing,1
61,100956,5.387939983739261,Female,Mobile,Books,1
49,67191,1.5651328765456392,Male,Mobile,Electronics,0
28,27898,6.690129761566885,Female,Mobile,Clothing,0
39,51714,6.2899346295114915,Male,Mobile,Books,1
39,36682,5.398597740307435,Male,Desktop,Books,1
60,63122,9.301476443316751,Male,Mobile,Books,1
42,67832,5.450257112988156,Female,Mobile,Home Decor,1
39,41391,9.90989359677702,Female,Mobile,Home Decor,1
45,81689,5.337673731557055,Female,Desktop,Clothing,1
46,64933,1.600594363862992,Female,Mobile,Books,0
30,51283,4.969476885212789,Female,Mobile,Home Decor,1
35,50824,2.232123244273177,Female,Mobile,Health & Beauty,1
19,50592,6.172768109565559,Female,Tablet,Health & Beauty,1
46,77747,7.084755664339211,Female,Tablet,Books,1
38,63025,4.95013514771739,Female,Mobile,Clothing,1
32,60471,1.4281781929899082,Female,Desktop,Health & Beauty,1
69,85818,4.952093286543753,Female,Mobile,Books,1
44,72133,1.2738150399768038,Female,Mobile,Clothing,1
67,81931,6.980196577312073,Male,Mobile,Home Decor,1
48,68033,8.008498136218332,Male,Mobile,Electronics,1
32,47880,9.642613108656871,Female,Desktop,Health & Beauty,1
68,81141,1.9136200177203362,Female,Tablet,Clothing,1
40,49663,5.55799318756639,Male,Mobile,Books,1
41,68015,5.891604991586477,Male,Mobile,Books,1
61,100659,9.263527070919308,Female,Mobile,Clothing,1
30,67566,6.459128085666885,Female,Mobile,Clothing,1
39,40151,1.8823416336305505,Female,Tablet,Health & Beauty,0
60,99338,4.645337577650298,Female,Desktop,Books,1
54,69227,6.72024402080938,Female,Desktop,Books,1
50,79010,7.152702104658325,Male,Mobile,Home Decor,1
20,26406,8.699202986610448,Female,Desktop,Health & Beauty,1
36,58129,2.2148176385217733,Male,Mobile,Books,1
40,64705,9.539650394177235,Male,Tablet,Books,1
46,43730,1.0618244141481263,Female,Mobile,Health & Beauty,0
47,76124,9.84574027840457,Female,Mobile,Clothing,1
56,96189,8.64878738223088,Male,Mobile,Home Decor,1
61,78380,6.772591436240627,Female,Mobile,Health & Beauty,1
64,104402,7.482457252512005,Male,Desktop,Books,1
42,59154,1.190574056228566,Male,Desktop,Electronics,1
54,86743,0.8940586974972976,Female,Desktop,Health & Beauty,1
64,50721,1.4667750672379725,Female,Mobile,Clothing,0
25,81281,1.329918239309309,Female,Mobile,Clothing,1
59,101431,5.700121717959633,Male,Desktop,Electronics,1
33,48730,2.546717877561997,Male,Desktop,Electronics,0
25,20000,8.671953553463903,Male,Mobile,Books,0
18,42320,4.734611919146686,Female,Desktop,Books,1
61,59341,7.1073495263536115,Male,Tablet,Home Decor,1
22,48672,6.702294383216518,Female,Desktop,Books,1
20,46173,3.5386038698322455,Female,Mobile,Clothing,0
18,23878,2.810091948494426,Male,Desktop,Electronics,0
21,57814,3.7533347103180343,Female,Mobile,Books,0
57,89083,8.068254551573457,Male,Desktop,Electronics,1
52,86637,6.069630059986375,Female,Mobile,Clothing,1
49,69132,2.9086172939321657,Female,Tablet,Clothing,0
59,57767,8.269541209074088,Male,Desktop,Home Decor,1
51,85668,1.020214168047914,Female,Mobile,Books,1
60,75944,7.1422420624078065,Male,Desktop,Home Decor,1
42,41153,4.671457654618453,Female,Mobile,Home Decor,0
27,67280,7.447258667625938,Male,Mobile,Home Decor,1
38,89491,9.310882162312554,Male,Mobile,Books,1
63,82381,7.625323930495587,Female,Mobile,Books,1
56,108386,4.698670875458133,Female,Tablet,Books,1
44,65369,1.934268974381867,Male,Mobile,Books,1
44,58293,8.160334270151619,Male,Desktop,Books,1
19,29543,4.8767025057530295,Male,Mobile,Electronics,0
58,102556,1.215467072842733,Male,Desktop,Books,1
65,73297,7.331026278880227,Female,Mobile,Health & Beauty,1
30,61029,3.272593676207602,Female,Mobile,Home Decor,0
26,37612,0.9644381802992597,Female,Tablet,Health & Beauty,0
69,82095,9.076134642253738,Female,Mobile,Health & Beauty,1
53,88453,5.089460374892146,Female,Desktop,Health & Beauty,1
39,53299,3.169130005143705,Male,Mobile,Home Decor,0
59,72928,7.30567229990666,Male,Mobile,Books,1
43,79992,8.916072587984356,Female,Desktop,Health & Beauty,1
29,72960,0.5029172128206771,Female,Desktop,Health & Beauty,1
34,63670,7.03459575790046,Male,Mobile,Electronics,1
31,41178,7.786611093175003,Female,Tablet,Health & Beauty,1
31,43340,2.494310559155183,Female,Mobile,Clothing,0
51,72198,5.151426398396657,Male,Mobile,Books,1
37,61813,1.3482160397203902,Female,Mobile,Health & Beauty,0
28,33182,7.594123883895802,Female,Desktop,Health & Beauty,1
33,63845,8.550832176351848,Female,Mobile,Home Decor,1
68,89282,1.5277732445842758,Female,Mobile,Books,1
48,42264,8.25637240761193,Male,Tablet,Books,1
23,29066,7.829916619603069,Female,Mobile,Books,1
36,48438,3.7956765435235242,Female,Mobile,Clothing,1
54,72907,7.057750534369041,Male,Mobile,Home Decor,1
21,69339,0.5004571769959616,Male,Mobile,Electronics,0
64,87572,9.352077717426987,Male,Mobile,Electronics,1
21,28388,5.728640735429542,Female,Mobile,Books,0
37,60309,6.393219208588995,Male,Mobile,Home Decor,1
27,41718,6.814264428621437,Male,Mobile,Electronics,1
41,65871,5.833005663574484,Female,Desktop,Clothing,1
52,80708,8.6392569316249,Male,Tablet,Electronics,1
43,81138,6.292167405439668,Female,Desktop,Home Decor,1
54,73635,9.12371991678449,Female,Mobile,Clothing,1
55,99584,6.032150411223085,Female,Mobile,Clothing,1
38,71620,2.1256630088153825,Male,Desktop,Home Decor,0
57,66388,9.178844280473378,Female,Desktop,Clothing,1
56,109147,6.975461234417879,Male,Mobile,Books,1
38,62904,7.142770447137783,Male,Mobile,Electronics,1
27,34473,9.862076630430217,Female,Desktop,Clothing,1
55,99793,1.214367264991002,Female,Mobile,Clothing,1
63,114166,4.5716297674041275,Male,Mobile,Home Decor,1
21,40504,2.7714062333728444,Female,Mobile,Health & Beauty,0
62,74445,6.489051414779743,Male,Desktop,Home Decor,1
37,54414,8.164710995606683,Male,Desktop,Home Decor,1
34,64720,9.679951734477921,Male,Desktop,Home Decor,1
24,63167,4.8186630160698405,Male,Desktop,Toys,1
21,49557,7.96907319110474,Male,Mobile,Sports Equipment,1
46,67525,9.211990124383606,Male,Desktop,Books,1
31,73470,6.991591609090905,Female,Mobile,Health & Beauty,1
20,35307,2.8059592482728264,Male,Mobile,Electronics,0
41,76463,6.274614435524018,Male,Desktop,Home Decor,1
54,69679,9.714544454263272,Female,Mobile,Books,1
33,59465,9.88176137418487,Female,Mobile,Clothing,1
69,87296,6.602418325309392,Male,Tablet,Books,1
21,40162,8.926383699783898,Male,Tablet,Toys,1
41,55339,2.4033189565617263,Male,Mobile,Home Decor,1
51,91172,2.8377467470460593,Female,Mobile,Books,0
47,56006,9.552432322406167,Male,Mobile,Home Decor,1
35,43896,1.7847360672006751,Male,Tablet,Electronics,0
36,87814,2.31551116188805,Female,Mobile,Home Decor,1
48,82667,4.495211691640492,Female,Tablet,Clothing,1
36,20223,6.1010507336568285,Female,Mobile,Health & Beauty,0
66,77521,6.236263580198581,Male,Mobile,Books,1
63,55820,3.2737720823228615,Female,Mobile,Health & Beauty,1
36,41739,9.245832030528309,Male,Mobile,Books,1
39,20000,9.193449122274696,Female,Tablet,Clothing,1
41,58945,4.224646503997539,Female,Desktop,Clothing,1
62,64870,4.625771809587823,Male,Mobile,Home Decor,1
29,49898,7.173722609827162,Male,Mobile,Books,1
47,42623,6.798461015789558,Female,Desktop,Books,1
55,76243,4.131821642129142,Male,Mobile,Electronics,1
48,61776,4.435320389449533,Male,Desktop,Home Decor,1
53,95529,3.80636996250462,Female,Mobile,Clothing,1
36,77170,2.736157566056425,Male,Mobile,Books,1
65,96780,4.852314447779327,Male,Mobile,Electronics,1
62,77100,7.0211242530741345,Female,Mobile,Health & Beauty,1
53,102780,7.548683700485784,Male,Mobile,Home Decor,1
47,43704,7.899299658431644,Male,Tablet,Books,1
66,64946,4.059954127804653,Male,Mobile,Books,1
50,68743,7.76404194570725,Female,Mobile,Clothing,1
35,88810,0.5619049990728151,Male,Mobile,Books,1
69,85964,5.031974408310381,Male,Desktop,Books,1
66,83251,8.042091801260563,Male,Desktop,Books,1
45,43371,6.485424846092856,Male,Desktop,Electronics,1
64,98188,5.003599679467823,Male,Mobile,Electronics,1
28,62297,6.624099062760317,Female,Desktop,Health & Beauty,1
62,93836,9.115987029912308,Male,Desktop,Electronics,1
50,60561,5.88062710579697,Female,Mobile,Books,1
34,43399,8.09796881887101,Male,Mobile,Electronics,1
23,23603,9.817055889639377,Female,Desktop,Clothing,1
21,42258,7.202897919717883,Male,Mobile,Sports Equipment,1
37,40793,5.946594756946103,Female,Mobile,Clothing,1
65,67338,0.8561164976907325,Male,Mobile,Books,0
64,77644,4.057540033418581,Male,Mobile,Books,1
44,56662,5.871705968393624,Male,Mobile,Home Decor,1
32,43930,8.073462431207307,Male,Desktop,Home Decor,1
23,49996,4.661995501651974,Female,Desktop,Clothing,1
64,85185,9.620553619765348,Male,Mobile,Electronics,1
31,46677,3.0820406499249113,Male,Mobile,Electronics,0
28,50745,7.5733883544980065,Male,Desktop,Electronics,1
56,61127,4.480798462299211,Male,Desktop,Electronics,1
26,47579,5.116890698376106,Female,Mobile,Clothing,1
43,65259,8.123769321721682,Male,Desktop,Electronics,1
33,30454,3.3140449856912024,Male,Desktop,Home Decor,0
22,56935,1.4197145376538598,Male,Mobile,Electronics,0
69,75778,5.442428053827558,Male,Mobile,Electronics,1
27,48354,5.523548812135613,Female,Mobile,Home Decor,1
67,104466,8.073093836141052,Male,Tablet,Home Decor,1
20,53885,9.699032459204966,Female,Mobile,Books,1
30,50515,1.0253565201193098,Male,Mobile,Books,0
60,74562,6.121050000559534,Female,Mobile,Books,1
66,100212,6.9721460379905995,Female,Desktop,Health & Beauty,1
47,77120,9.865112832110956,Male,Mobile,Books,1
62,72724,9.45460703563066,Male,Desktop,Home Decor,1
23,31076,7.268282264763787,Male,Desktop,Electronics,1
34,22914,5.456999406822426,Male,Desktop,Home Decor,0
62,84310,2.034477261842982,Female,Desktop,Clothing,1
68,86759,4.149677274441965,Female,Mobile,Health & Beauty,1
36,73042,6.058662088042966,Female,Tablet,Clothing,1
59,84385,7.389403767659661,Female,Desktop,Books,1
52,92013,6.536295796051567,Male,Tablet,Home Decor,1
63,72539,7.2841666173635415,Male,Desktop,Books,1
43,80072,4.576948793243028,Female,Desktop,Clothing,1
68,80066,7.412459260424586,Male,Mobile,Books,1
22,53663,1.8655419321873326,Female,Mobile,Books,0
46,44118,2.0445699617495787,Female,Mobile,Health & Beauty,0
54,77527,2.0469053853798966,Female,Mobile,Health & Beauty,1
37,27229,8.963217091839873,Male,Desktop,Home Decor,1
66,81992,1.2223236014320276,Female,Mobile,Clothing,1
38,64605,8.11432954096802,Female,Mobile,Home Decor,1
27,39185,2.718923531444003,Female,Desktop,Clothing,1
22,26243,4.950084434704881,Male,Tablet,Toys,1
53,85691,9.201587656923941,Male,Desktop,Books,1
23,41448,6.066403682031314,Female,Desktop,Books,0
43,55656,2.496118019207407,Male,Mobile,Books,0
21,41628,3.1988555730286676,Male,Desktop,Toys,1
56,115550,9.244242927009964,Male,Mobile,Electronics,1
56,93302,4.557867288544794,Male,Tablet,Electronics,1
67,104438,6.076362088564499,Female,Mobile,Clothing,1
52,78533,4.869355867941193,Female,Desktop,Books,1
18,40497,4.095161836460271,Female,Desktop,Health & Beauty,0
41,25058,2.621151705857818,Female,Mobile,Clothing,0
53,62815,7.01881925460372,Male,Desktop,Electronics,1
23,35791,7.323299249585144,Female,Desktop,Books,1
58,49876,3.1114083702702953,Male,Desktop,Home Decor,1
63,65638,7.995603009020889,Female,Mobile,Health & Beauty,1
61,51287,8.618084402865955,Female,Mobile,Health & Beauty,1
48,67425,9.246413414276489,Male,Mobile,Home Decor,1
37,69281,2.0315179322245145,Female,Mobile,Home Decor,1
41,77601,3.3872749943260305,Male,Mobile,Books,1
42,68221,8.673356801285108,Female,Desktop,Home Decor,1
53,58549,2.3861319268649925,Female,Mobile,Clothing,0
38,29019,0.532950362813206,Male,Desktop,Electronics,0
47,40646,8.772859447390529,Female,Mobile,Clothing,1
41,41965,3.601269696638009,Male,Mobile,Home Decor,0
61,67667,4.437726488820025,Male,Mobile,Electronics,1
59,76603,4.74017324434606,Female,Desktop,Clothing,1
47,51787,8.55860870633867,Female,Desktop,Books,1
39,64084,3.7099753736378736,Male,Mobile,Books,0
45,61515,8.976658915636577,Female,Mobile,Clothing,1
24,44158,6.360921811456456,Female,Mobile,Books,1
52,89103,5.50922387832,Male,Desktop,Home Decor,1
45,47296,3.5933378177108932,Male,Desktop,Home Decor,1
31,57280,2.8152611146712654,Female,Desktop,Home Decor,1
27,46790,6.428555206384813,Male,Mobile,Books,0
33,47997,4.7454945205374734,Female,Mobile,Clothing,0
33,66278,9.14990209435406,Female,Mobile,Home Decor,1
48,81185,5.170567803083473,Female,Mobile,Books,1
59,64802,5.3620517086613155,Male,Mobile,Books,1
42,59267,4.4588711707920075,Male,Mobile,Home Decor,1
30,54218,7.997998471417207,Female,Mobile,Health & Beauty,1
23,38904,4.535972382038069,Male,Mobile,Sports Equipment,0
61,89775,3.0587489976226716,Male,Mobile,Home Decor,1
26,50217,8.689293305788343,Male,Mobile,Books,1
62,109488,6.169868102969783,Male,Desktop,Books,1
53,50045,6.119347087805517,Male,Desktop,Books,1
60,78163,6.302810968057302,Female,Mobile,Books,1
37,43372,7.328977607953834,Male,Desktop,Books,1
35,64061,3.474145898469385,Male,Tablet,Books,1
60,55742,0.8215215229135271,Male,Mobile,Books,0
38,63194,8.200635028331591,Female,Mobile,Clothing,1
21,31549,1.7245980118755555,Female,Desktop,Clothing,1
67,75987,7.357287503500169,Male,Tablet,Electronics,1
